Handle,Title,Body (HTML),Vendor,Standard Product Type,Custom Product Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / AdWords Grouping,Google Shopping / AdWords Labels,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Price / International,Compare At Price / International,Status
6foot-8foot-2-5m-big-circle-wedding-birthday-arch-decoration-background-wrought-props-single-arch-flower-door-rack-outdoor-lawn,,,,,,,,,Diameter 1.2m,,GOLDEN,,,31856551-diameter-1-2m-golden,0.0,shopify,deny,oberlo,133.56,133.56,true,false,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0252/8251/0902/products/product-image-1280295253.jpg?v=1584384467,kg,,,,,
6foot-8foot-2-5m-big-circle-wedding-birthday-arch-decoration-background-wrought-props-single-arch-flower-door-rack-outdoor-lawn,,,,,,,,,Diameter 1m,,WHITE,,,31856551-diameter-1m-white,0.0,shopify,deny,oberlo,115.92,115.92,true,false,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0252/8251/0902/products/product-image-1280295254.jpg?v=1584384467,kg,,,,,
6foot-8foot-2-5m-big-circle-wedding-birthday-arch-decoration-background-wrought-props-single-arch-flower-door-rack-outdoor-lawn,,,,,,,,,Diameter 1.2m,,WHITE,,,31856551-diameter-1-2m-white,0.0,shopify,deny,oberlo,133.56,133.56,true,false,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0252/8251/0902/products/product-image-1280295254.jpg?v=1584384467,kg,,,,,
6foot-8foot-2-5m-big-circle-wedding-birthday-arch-decoration-background-wrought-props-single-arch-flower-door-rack-outdoor-lawn,,,,,,,,,Diameter 2.5m,,GOLDEN,,,31856551-diameter-2-5m-golden,0.0,shopify,deny,oberlo,235.20,235.20,true,false,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0252/8251/0902/products/product-image-1280295253.jpg?v=1584384467,kg,,,,,
6foot-8foot-2-5m-big-circle-wedding-birthday-arch-decoration-background-wrought-props-single-arch-flower-door-rack-outdoor-lawn,,,,,,,,,wooden Thank you,,GOLDEN,,,31856551-wooden-thank-you-golden,0.0,shopify,deny,oberlo,235.20,235.20,true,false,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0252/8251/0902/products/product-image-1280295253.jpg?v=1584384467,kg,,,,,
6foot-8foot-2-5m-big-circle-wedding-birthday-arch-decoration-background-wrought-props-single-arch-flower-door-rack-outdoor-lawn,,,,,,,,,Diameter 2.5m,,WHITE,,,31856551-diameter-2-5m-white,0.0,shopify,deny,oberlo,235.20,235.20,true,false,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0252/8251/0902/products/product-image-1280295254.jpg?v=1584384467,kg,,,,,
6foot-8foot-2-5m-big-circle-wedding-birthday-arch-decoration-background-wrought-props-single-arch-flower-door-rack-outdoor-lawn,,,,,,,,,wooden Thank you,,WHITE,,,31856551-wooden-thank-you-white,0.0,shopify,deny,oberlo,235.20,235.20,true,false,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0252/8251/0902/products/product-image-1280295254.jpg?v=1584384467,kg,,,,,
6foot-8foot-2-5m-big-circle-wedding-birthday-arch-decoration-background-wrought-props-single-arch-flower-door-rack-outdoor-lawn,,,,,,,,,Diameter 1.5m,,WHITE,,,31856551-diameter-1-5m-white,0.0,shopify,deny,oberlo,176.40,176.40,true,false,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0252/8251/0902/products/product-image-1280295254.jpg?v=1584384467,kg,,,,,
6foot-8foot-2-5m-big-circle-wedding-birthday-arch-decoration-background-wrought-props-single-arch-flower-door-rack-outdoor-lawn,,,,,,,,,Diameter  2m,,WHITE,,,31856551-diameter-2m-white,0.0,shopify,deny,oberlo,197.40,197.40,true,false,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0252/8251/0902/products/product-image-1280295254.jpg?v=1584384467,kg,,,,,
6foot-8foot-2-5m-big-circle-wedding-birthday-arch-decoration-background-wrought-props-single-arch-flower-door-rack-outdoor-lawn,,,,,,,,,Diameter 1.5m,,Wedding props2pcs,,,31856551-diameter-1-5m-wedding-props2pcs,0.0,shopify,deny,oberlo,87.36,87.36,true,false,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0252/8251/0902/products/product-image-1280295255.jpg?v=1584384467,kg,,,,,
6foot-8foot-2-5m-big-circle-wedding-birthday-arch-decoration-background-wrought-props-single-arch-flower-door-rack-outdoor-lawn,,,,,,,,,Diameter  2m,,Wedding props2pcs,,,31856551-diameter-2m-wedding-props2pcs,0.0,shopify,deny,oberlo,87.36,87.36,true,false,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0252/8251/0902/products/product-image-1280295255.jpg?v=1584384467,kg,,,,,
6foot-8foot-2-5m-big-circle-wedding-birthday-arch-decoration-background-wrought-props-single-arch-flower-door-rack-outdoor-lawn,,,,,,,,,Diameter 1m,,Wedding props2pcs,,,31856551-diameter-1m-wedding-props2pcs,0.0,shopify,deny,oberlo,87.36,87.36,true,false,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0252/8251/0902/products/product-image-1280295255.jpg?v=1584384467,kg,,,,,
6foot-8foot-2-5m-big-circle-wedding-birthday-arch-decoration-background-wrought-props-single-arch-flower-door-rack-outdoor-lawn,,,,,,,,,Diameter 1.2m,,Wedding props2pcs,,,31856551-diameter-1-2m-wedding-props2pcs,0.0,shopify,deny,oberlo,87.36,87.36,true,false,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0252/8251/0902/products/product-image-1280295255.jpg?v=1584384467,kg,,,,,
chrome-tea-samovar-3-5-liter,Chrome Tea Samovar 3.5 Liter,<p><span><strong>Brand Name:</strong> None</span></p>,yellowsweets,,,"",true,Title,Default Title,,,,,33276874-turkey,0.0,shopify,deny,oberlo,70.00,70.00,true,false,,https://cdn.shopify.com/s/files/1/0252/8251/0902/products/product-image-1279959514.jpg?v=1584384449,1,,false,,,,,,,,,,,,,,,,,kg,,,,,active
pe-grafting-tape-film-self-adhesive-portable-garden-tree-plants-seedlings-grafting-supplies-stretchable-eco-friendly30mm-120m,PE Grafting Tape Film Self-adhesive Portable Garden Tree Plants Seedlings Grafting Supplies Stretchable Eco-friendly30MM*120M,<p><span><strong>Brand Name:</strong> None</span><br><span><strong>Material:</strong> PE</span></p>,yellowsweets,,,"",true,Title,Default Title,,,,,30495915-1-roll,0.0,shopify,deny,oberlo,3.92,3.92,true,false,,https://cdn.shopify.com/s/files/1/0252/8251/0902/products/product-image-1277409599.jpg?v=1584384449,1,,false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0252/8251/0902/products/product-image-1277409605.jpg?v=1584384449,kg,,,,,active
pe-grafting-tape-film-self-adhesive-portable-garden-tree-plants-seedlings-grafting-supplies-stretchable-eco-friendly30mm-120m,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0252/8251/0902/products/product-image-1277409605.jpg?v=1584384449,2,,,,,,,,,,,,,,,,,,,,,,,,
3-sizes-zippered-mesh-laundry-wash-bags-for-delicates-lingerie-socks-underwear,3 Sizes Zippered Mesh Laundry Wash Bags for Delicates Lingerie Socks Underwear,<p><span><strong>Brand Name:</strong> None</span><br><span><strong>Style:</strong> Japan Style</span><br><span><strong>Material:</strong> Polyester</span></p>,yellowsweets,,,"",true,Color,L,,,,,556188-l,0.0,shopify,deny,oberlo,1.78,1.78,true,false,,https://cdn.shopify.com/s/files/1/0252/8251/0902/products/product-image-1286120835.jpg?v=1584384450,1,,false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0252/8251/0902/products/product-image-1286120843.jpg?v=1584384450,kg,,,,,active
3-sizes-zippered-mesh-laundry-wash-bags-for-delicates-lingerie-socks-underwear,,,,,,,,,S,,,,,556188-s,0.0,shopify,deny,oberlo,1.14,1.14,true,false,,https://cdn.shopify.com/s/files/1/0252/8251/0902/products/product-image-1286120842.jpg?v=1584384450,2,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0252/8251/0902/products/product-image-1286120842.jpg?v=1584384450,kg,,,,,
3-sizes-zippered-mesh-laundry-wash-bags-for-delicates-lingerie-socks-underwear,,,,,,,,,M,,,,,556188-m,0.0,shopify,deny,oberlo,1.46,1.46,true,false,,https://cdn.shopify.com/s/files/1/0252/8251/0902/products/product-image-1286120841.jpg?v=1584384450,3,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0252/8251/0902/products/product-image-1286120841.jpg?v=1584384450,kg,,,,,
3-sizes-zippered-mesh-laundry-wash-bags-for-delicates-lingerie-socks-underwear,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0252/8251/0902/products/product-image-1286120843.jpg?v=1584384450,4,,,,,,,,,,,,,,,,,,,,,,,,
9ft-large-icing-piping-nozzles-russian-nozzles-pastry-tips-cookies-cake-decorating-tools-tips-cream-fondant-pastry-nozzles,#9FT Large Icing Piping Nozzles Russian Nozzles Pastry Tips Cookies Cake Decorating Tools Tips Cream Fondant Pastry Nozzles,<p><span><strong>Brand Name:</strong> None</span><br><span><strong>Feature:</strong> Stocked</span><br><span><strong>Feature:</strong> Eco-Friendly</span><br><span><strong>Model Number:</strong> KBNP0084</span><br><span><strong>Material:</strong> Stainless Steel</span><br><span><strong>Size:</strong> Approx. 20*49*35mm</span><br><span><strong>Nozzle Model:</strong> #9FT</span><br><span><strong>Quantity:</strong> 1pcs</span></p>,yellowsweets,,,"",true,Title,Default Title,,,,,30703423-9ft,0.0,shopify,deny,oberlo,1.70,1.70,true,false,"",https://cdn.shopify.com/s/files/1/0252/8251/0902/products/product-image-1277715434.jpg?v=1584384449,1,,false,,,,,,,,,,,,,,,,,kg,,,,,active
2cm-x-100m-grafting-tape-stretchable-self-adhesive-grafting-film-special-fruit-tree-grafting-tool-garden-bind-tape,2CM X 100M Grafting Tape Stretchable Self Adhesive Grafting Film Special Fruit Tree Grafting Tool Garden Bind Tape,<p><span><strong>Brand Name:</strong> None</span><br><span><strong>Material:</strong> PE</span><br><span><strong>feature 1:</strong> Fruit Tree Grafting Tape</span><br><span><strong>size:</strong> 2CM x 100M</span></p>,yellowsweets,,,"",true,Width,2cm,Ships From,China,,,26042894-2cm-china,0.0,shopify,deny,oberlo,0.02,0.02,true,false,,https://cdn.shopify.com/s/files/1/0252/8251/0902/products/product-image-1280637273.jpg?v=1584384449,1,,false,,,,,,,,,,,,,,,,,kg,,,,,active
2cm-x-100m-grafting-tape-stretchable-self-adhesive-grafting-film-special-fruit-tree-grafting-tool-garden-bind-tape,,,,,,,,,2cm,,United States,,,26042894-2cm-united-states,0.0,shopify,deny,oberlo,0.02,0.02,true,false,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
2cm-x-100m-grafting-tape-stretchable-self-adhesive-grafting-film-special-fruit-tree-grafting-tool-garden-bind-tape,,,,,,,,,2cm,,France,,,26042894-2cm-france,0.0,shopify,deny,oberlo,0.02,0.02,true,false,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
modern-fashion-high-quality-women-bra-laundry-lingerie-washing-hosiery-saver-protect-mesh-small-bag-drop-ship,Modern Fashion High Quality Women Bra Laundry Lingerie Washing Hosiery Saver Protect Mesh Small Bag DROP SHIP,<p><span><strong>Brand Name:</strong> VESNAHOME</span><br><span><strong>Style:</strong> Other</span><br><span><strong>Material:</strong> Other</span><br><span><strong>Model Number:</strong> Clothes Wash Bag</span><br><span><strong>Use:</strong> Neatening/Storage</span><br><span><strong>laundry bag:</strong> bra bag</span><br><span><strong>storage bag:</strong> organizers</span><br><span><strong>laundry:</strong> necessarie</span><br><span><strong>lavanderia:</strong> waszak</span><br><span><strong>washing bag:</strong> spor ayakkabi bayan</span></p>,yellowsweets,,,"",true,Title,Default Title,,,,,'27182535,0.0,shopify,deny,oberlo,2.36,2.36,true,false,,https://cdn.shopify.com/s/files/1/0252/8251/0902/products/product-image-1281199198.jpg?v=1584384448,1,,false,,,,,,,,,,,,,,,,,kg,,,,,active
air-vacuum-compressed-storage-bag-home-organizer-transparent-border-foldable-seal-travel-saving-space-package-bags-for-clothes,Air Vacuum Compressed Storage Bag Home Organizer Transparent Border Foldable Seal travel Saving Space Package Bags for clothes,"<p><span><strong>Brand Name:</strong> inguard</span><br><span><strong>Load Capacity:</strong> 300</span><br><span><strong>Model Number:</strong> Many sizes</span><br><span><strong>Classification:</strong> Vaccum Compressed Bag</span><br><span><strong>Type:</strong> Storage Bags</span><br><span><strong>Use:</strong> Clothing or quilt</span><br><span><strong>Feature:</strong> Stocked</span><br><span><strong>Featur:</strong> Eco-Friendly</span><br><span><strong>Applicable Space:</strong> Wardrobe</span><br><span><strong>Pattern:</strong> Flat Type</span><br><span><strong>Thickness:</strong> 9 wire</span><br><span><strong>Material:</strong> PA+PE</span><br><span><strong>Shape:</strong> Square</span><br><span><strong>Product:</strong> Storage Bag</span><br><span><strong>Feather:</strong> Save Space, High Quality</span><br><span><strong>Free Shipping:</strong> Yes</span><br><span><strong>Color:</strong> transparent</span></p>",yellowsweets,,,"",true,Size,Single pump,Ships From,China,Color,transparent,33553097-single-pump-china-transparent,0.0,shopify,deny,oberlo,9.58,9.58,true,false,,https://cdn.shopify.com/s/files/1/0252/8251/0902/products/product-image-1278858706.jpg?v=1584384451,1,,false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0252/8251/0902/products/product-image-1278858713.jpg?v=1584384452,kg,,,,,active
air-vacuum-compressed-storage-bag-home-organizer-transparent-border-foldable-seal-travel-saving-space-package-bags-for-clothes,,,,,,,,,Double pump,,China,,transparent,33553097-double-pump-china-transparent,0.0,shopify,deny,oberlo,11.98,11.98,true,false,,https://cdn.shopify.com/s/files/1/0252/8251/0902/products/product-image-1278858713.jpg?v=1584384452,2,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0252/8251/0902/products/product-image-1278858713.jpg?v=1584384452,kg,,,,,
air-vacuum-compressed-storage-bag-home-organizer-transparent-border-foldable-seal-travel-saving-space-package-bags-for-clothes,,,,,,,,,6PCS 2Mini 2S 2M,,China,,transparent,33553097-6pcs-2mini-2s-2m-china-transparent,0.0,shopify,deny,oberlo,20.38,20.38,true,false,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0252/8251/0902/products/product-image-1278858713.jpg?v=1584384452,kg,,,,,
air-vacuum-compressed-storage-bag-home-organizer-transparent-border-foldable-seal-travel-saving-space-package-bags-for-clothes,,,,,,,,,9PCS 3Mini 3S 3M,,China,,transparent,33553097-9pcs-3mini-3s-3m-china-transparent,0.0,shopify,deny,oberlo,32.38,32.38,true,false,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0252/8251/0902/products/product-image-1278858713.jpg?v=1584384452,kg,,,,,
air-vacuum-compressed-storage-bag-home-organizer-transparent-border-foldable-seal-travel-saving-space-package-bags-for-clothes,,,,,,,,,XL 80X100CM,,China,,transparent,33553097-xl-80x100cm-china-transparent,0.0,shopify,deny,oberlo,7.56,7.56,true,false,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0252/8251/0902/products/product-image-1278858713.jpg?v=1584384452,kg,,,,,
air-vacuum-compressed-storage-bag-home-organizer-transparent-border-foldable-seal-travel-saving-space-package-bags-for-clothes,,,,,,,,,XXL 80X110CM,,China,,transparent,33553097-xxl-80x110cm-china-transparent,0.0,shopify,deny,oberlo,8.76,8.76,true,false,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0252/8251/0902/products/product-image-1278858713.jpg?v=1584384452,kg,,,,,
air-vacuum-compressed-storage-bag-home-organizer-transparent-border-foldable-seal-travel-saving-space-package-bags-for-clothes,,,,,,,,,3XL 100X130CM,,China,,transparent,33553097-3xl-100x130cm-china-transparent,0.0,shopify,deny,oberlo,11.76,11.76,true,false,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0252/8251/0902/products/product-image-1278858713.jpg?v=1584384452,kg,,,,,
air-vacuum-compressed-storage-bag-home-organizer-transparent-border-foldable-seal-travel-saving-space-package-bags-for-clothes,,,,,,,,,4XL  210X130,,China,,transparent,33553097-4xl-210x130-china-transparent,0.0,shopify,deny,oberlo,47.76,47.76,true,false,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0252/8251/0902/products/product-image-1278858713.jpg?v=1584384452,kg,,,,,
air-vacuum-compressed-storage-bag-home-organizer-transparent-border-foldable-seal-travel-saving-space-package-bags-for-clothes,,,,,,,,,XS 50X60CM,,China,,transparent,33553097-xs-50x60cm-china-transparent,0.0,shopify,deny,oberlo,3.96,3.96,true,false,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0252/8251/0902/products/product-image-1278858713.jpg?v=1584384452,kg,,,,,
air-vacuum-compressed-storage-bag-home-organizer-transparent-border-foldable-seal-travel-saving-space-package-bags-for-clothes,,,,,,,,,XXS 50X70CM,,China,,transparent,33553097-xxs-50x70cm-china-transparent,0.0,shopify,deny,oberlo,4.12,4.12,true,false,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0252/8251/0902/products/product-image-1278858713.jpg?v=1584384452,kg,,,,,
air-vacuum-compressed-storage-bag-home-organizer-transparent-border-foldable-seal-travel-saving-space-package-bags-for-clothes,,,,,,,,,M 60X80CM,,China,,transparent,33553097-m-60x80cm-china-transparent,0.0,shopify,deny,oberlo,5.28,5.28,true,false,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0252/8251/0902/products/product-image-1278858713.jpg?v=1584384452,kg,,,,,
air-vacuum-compressed-storage-bag-home-organizer-transparent-border-foldable-seal-travel-saving-space-package-bags-for-clothes,,,,,,,,,L 70X100CM,,China,,transparent,33553097-l-70x100cm-china-transparent,0.0,shopify,deny,oberlo,5.98,5.98,true,false,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0252/8251/0902/products/product-image-1278858713.jpg?v=1584384452,kg,,,,,
air-vacuum-compressed-storage-bag-home-organizer-transparent-border-foldable-seal-travel-saving-space-package-bags-for-clothes,,,,,,,,,Mini30X40CM,,China,,transparent,33553097-mini30x40cm-china-transparent,0.0,shopify,deny,oberlo,1.20,1.20,true,false,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0252/8251/0902/products/product-image-1278858713.jpg?v=1584384452,kg,,,,,
air-vacuum-compressed-storage-bag-home-organizer-transparent-border-foldable-seal-travel-saving-space-package-bags-for-clothes,,,,,,,,,S 40X60CM,,China,,transparent,33553097-s-40x60cm-china-transparent,0.0,shopify,deny,oberlo,3.00,3.00,true,false,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0252/8251/0902/products/product-image-1278858713.jpg?v=1584384452,kg,,,,,
air-vacuum-compressed-storage-bag-home-organizer-transparent-border-foldable-seal-travel-saving-space-package-bags-for-clothes,,,,,,,,,12PCS 4S 4M 4L,,China,,transparent,33553097-12pcs-4s-4m-4l-china-transparent,0.0,shopify,deny,oberlo,47.76,47.76,true,false,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0252/8251/0902/products/product-image-1278858713.jpg?v=1584384452,kg,,,,,
air-vacuum-compressed-storage-bag-home-organizer-transparent-border-foldable-seal-travel-saving-space-package-bags-for-clothes,,,,,,,,,15PCS 6Mini 5S 2M 2L,,China,,transparent,33553097-15pcs-6mini-5s-2m-2l-china-transparent,0.0,shopify,deny,oberlo,59.98,59.98,true,false,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0252/8251/0902/products/product-image-1278858713.jpg?v=1584384452,kg,,,,,
aproms-candy-color-ribbed-knitted-cardigan-women-autumn-winter-long-sleeve-basic-cropped-sweaters-female-casual-short-jumper-top,Aproms Candy Color Ribbed Knitted Cardigan Women Autumn Winter Long Sleeve Basic Cropped Sweaters Female Casual Short Jumper Top,"<p><span><strong>Brand Name:</strong> APROMS</span><br><span><strong>Style:</strong> Casual</span><br><span><strong>Material Composition:</strong> 80%Cotton</span><br><span><strong>Decoration:</strong> NONE</span><br><span><strong>Pattern Type:</strong> Solid</span><br><span><strong>Clothing Length:</strong> Short</span><br><span><strong>Collar:</strong> O-Neck</span><br><span><strong>Sleeve Length(cm):</strong> Full</span><br><span><strong>Sleeve Style:</strong> REGULAR</span><br><span><strong>Material:</strong> spandex</span><br><span><strong>Material:</strong> COTTON</span><br><span><strong>Thickness:</strong> Thin (Summer)</span><br><span><strong>Closure Type:</strong> Single Breasted</span><br><span><strong>Gender:</strong> WOMEN</span><br><span><strong>Model Number:</strong> 90399</span><br><span><strong>Color:</strong> Red,White,Black,Sky Blue,Pink,Brown</span><br><span><strong>Size:</strong> S/M</span></p>",yellowsweets,,,"",true,Size,M,Color,Light Green,,,30424565-m-light-green,0.0,shopify,deny,oberlo,23.98,23.98,true,true,"",https://cdn.shopify.com/s/files/1/0252/8251/0902/products/product-image-1309393682.jpg?v=1584384457,1,,false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0252/8251/0902/products/product-image-1309393689.jpg?v=1584384457,kg,,,,,active
aproms-candy-color-ribbed-knitted-cardigan-women-autumn-winter-long-sleeve-basic-cropped-sweaters-female-casual-short-jumper-top,,,,,,,,,S,,Light Green,,,30424565-s-light-green,0.0,shopify,deny,oberlo,23.98,23.98,true,false,,https://cdn.shopify.com/s/files/1/0252/8251/0902/products/product-image-1309393690.jpg?v=1584384457,2,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0252/8251/0902/products/product-image-1309393689.jpg?v=1584384457,kg,,,,,
aproms-candy-color-ribbed-knitted-cardigan-women-autumn-winter-long-sleeve-basic-cropped-sweaters-female-casual-short-jumper-top,,,,,,,,,M,,Brown,,,30424565-m-brown,0.0,shopify,deny,oberlo,23.98,23.98,true,false,,https://cdn.shopify.com/s/files/1/0252/8251/0902/products/product-image-1309393693.jpg?v=1584384457,3,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0252/8251/0902/products/product-image-1309393692.jpg?v=1584384457,kg,,,,,
aproms-candy-color-ribbed-knitted-cardigan-women-autumn-winter-long-sleeve-basic-cropped-sweaters-female-casual-short-jumper-top,,,,,,,,,S,,Brown,,,30424565-s-brown,0.0,shopify,deny,oberlo,23.98,23.98,true,false,,https://cdn.shopify.com/s/files/1/0252/8251/0902/products/product-image-1309393691.jpg?v=1584384457,4,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0252/8251/0902/products/product-image-1309393692.jpg?v=1584384457,kg,,,,,
aproms-candy-color-ribbed-knitted-cardigan-women-autumn-winter-long-sleeve-basic-cropped-sweaters-female-casual-short-jumper-top,,,,,,,,,M,,Sky Blue,,,30424565-m-sky-blue,0.0,shopify,deny,oberlo,23.98,23.98,true,false,,https://cdn.shopify.com/s/files/1/0252/8251/0902/products/product-image-1309393696.jpg?v=1584384457,5,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0252/8251/0902/products/product-image-1309393688.jpg?v=1584384457,kg,,,,,
aproms-candy-color-ribbed-knitted-cardigan-women-autumn-winter-long-sleeve-basic-cropped-sweaters-female-casual-short-jumper-top,,,,,,,,,S,,Sky Blue,,,30424565-s-sky-blue,0.0,shopify,deny,oberlo,23.98,23.98,true,false,,https://cdn.shopify.com/s/files/1/0252/8251/0902/products/product-image-1309393692.jpg?v=1584384457,6,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0252/8251/0902/products/product-image-1309393688.jpg?v=1584384457,kg,,,,,
aproms-candy-color-ribbed-knitted-cardigan-women-autumn-winter-long-sleeve-basic-cropped-sweaters-female-casual-short-jumper-top,,,,,,,,,M,,Gray,,,30424565-m-gray,0.0,shopify,deny,oberlo,23.98,23.98,true,false,,https://cdn.shopify.com/s/files/1/0252/8251/0902/products/product-image-1309393689.jpg?v=1584384457,7,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0252/8251/0902/products/product-image-1309393694.jpg?v=1584384457,kg,,,,,
aproms-candy-color-ribbed-knitted-cardigan-women-autumn-winter-long-sleeve-basic-cropped-sweaters-female-casual-short-jumper-top,,,,,,,,,S,,Gray,,,30424565-s-gray,0.0,shopify,deny,oberlo,23.98,23.98,true,false,,https://cdn.shopify.com/s/files/1/0252/8251/0902/products/product-image-1309393695.jpg?v=1584384457,8,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0252/8251/0902/products/product-image-1309393694.jpg?v=1584384457,kg,,,,,
aproms-candy-color-ribbed-knitted-cardigan-women-autumn-winter-long-sleeve-basic-cropped-sweaters-female-casual-short-jumper-top,,,,,,,,,M,,Army Green,,,30424565-m-army-green,0.0,shopify,deny,oberlo,23.98,23.98,true,false,,https://cdn.shopify.com/s/files/1/0252/8251/0902/products/product-image-1309393688.jpg?v=1584384457,9,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0252/8251/0902/products/product-image-1309393691.jpg?v=1584384457,kg,,,,,
aproms-candy-color-ribbed-knitted-cardigan-women-autumn-winter-long-sleeve-basic-cropped-sweaters-female-casual-short-jumper-top,,,,,,,,,S,,Army Green,,,30424565-s-army-green,0.0,shopify,deny,oberlo,23.98,23.98,true,false,,https://cdn.shopify.com/s/files/1/0252/8251/0902/products/product-image-1309393694.jpg?v=1584384457,10,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0252/8251/0902/products/product-image-1309393691.jpg?v=1584384457,kg,,,,,
aproms-candy-color-ribbed-knitted-cardigan-women-autumn-winter-long-sleeve-basic-cropped-sweaters-female-casual-short-jumper-top,,,,,,,,,M,,Pink,,,30424565-m-pink,0.0,shopify,deny,oberlo,23.98,23.98,true,false,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0252/8251/0902/products/product-image-1309393693.jpg?v=1584384457,kg,,,,,
aproms-candy-color-ribbed-knitted-cardigan-women-autumn-winter-long-sleeve-basic-cropped-sweaters-female-casual-short-jumper-top,,,,,,,,,S,,Pink,,,30424565-s-pink,0.0,shopify,deny,oberlo,23.98,23.98,true,false,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0252/8251/0902/products/product-image-1309393693.jpg?v=1584384457,kg,,,,,
aproms-candy-color-ribbed-knitted-cardigan-women-autumn-winter-long-sleeve-basic-cropped-sweaters-female-casual-short-jumper-top,,,,,,,,,M,,Black,,,30424565-m-black,0.0,shopify,deny,oberlo,23.98,23.98,true,false,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0252/8251/0902/products/product-image-1309393690.jpg?v=1584384457,kg,,,,,
